name;email;affiliation
Jianping Li;Jianping.Li@gmail.com;Princeton University
Shanli Yi;Shanli.Yi@gmail.com;Imperial College London
Jichuang Feng;Jichuang.Feng@gmail.com;Cornell University
Yusuke Shirota;Yusuke.Shirota@gmail.com;Yale University
Jun'ichi Segawa;Jun'ichi.Segawa@gmail.com;University of Chicago
Masaya Tarui;Masaya.Tarui@gmail.com;Imperial College London
Tatsunori Kanai;Tatsunori.Kanai@gmail.com;UCL
Ferdinando Alessi;Ferdinando.Alessi@gmail.com;National University of Singapore (NUS)
Annalisa Massini;Annalisa.Massini@gmail.com;ETH Zurich
Roberto Basili;Roberto.Basili@gmail.com;The University of Edinburgh
Naveen K. Bansal;Naveen.Bansal@gmail.com;Princeton University
Wutao Wei;Wutao.Wei@gmail.com;Stanford University
Yuanhao Zhao;Yuanhao.Zhao@gmail.com;National University of Singapore (NUS)
Wafaa Ait-Cheik-Bihi;Wafaa.Ait-Cheik-Bihi@gmail.com;Peking University
Mohamed Bakhouya;Mohamed.Bakhouya@gmail.com;University of Oxford
Ahmed Nait-Sidi-Moh;Ahmed.Nait-Sidi-Moh@gmail.com;University of Chicago
Jaafar Gaber;Jaafar.Gaber@gmail.com;Cornell University
Maxime Wack;Maxime.Wack@gmail.com;Princeton University
Imran Khan Azeemi;Imran.Azeemi@gmail.com;Yale University
Mike Lewis;Mike.Lewis@gmail.com;Cornell University
Prapassara Pupunwiwat;Prapassara.Pupunwiwat@gmail.com;UCL
Peter Darcy;Peter.Darcy@gmail.com;California Institute of Technology
Bela Stantic;Bela.Stantic@gmail.com;UCL
Cijo George;Cijo.George@gmail.com;Politecnico di Milano
Chuck Hsiao;Chuck.Hsiao@gmail.com;Stanford University
Richard Malak;Richard.Malak@gmail.com;Peking University
Irem Y. Tumer;Irem.Tumer@gmail.com;Massachusetts Institute of Technology
Toni Doolen;Toni.Doolen@gmail.com;University of Cambridge
Hany Radwan;Hany.Radwan@gmail.com;Massachusetts Institute of Technology
Lisandro Dalcín;Lisandro.Dalcín@gmail.com;Yale University
E. Ryan;E..Ryan@gmail.com;UCL
D. Jacques;D..Jacques@gmail.com;EPFL
J. Ritschel;J..Ritschel@gmail.com;Cornell University
J. Colombi;J..Colombi@gmail.com;Harvard University
Charles O. Adler;Charles.Adler@gmail.com;EPFL
Joseph E. Kasser;Joseph.Kasser@gmail.com;Imperial College London
Mohamed Fathy El-Amin;Mohamed.El-Amin@gmail.com;Princeton University
Amgad Salama;Amgad.Salama@gmail.com;Tsinghua University
Shuyu Sun;Shuyu.Sun@gmail.com;University of Oxford
Samantha Clarke;Samantha.Clarke@gmail.com;University of Oxford
Sylvester Arnab;Sylvester.Arnab@gmail.com;Imperial College London
Ian Dunwell;Ian.Dunwell@gmail.com;Princeton University
Katherine Brown;Katherine.Brown@gmail.com;Tsinghua University
Kiyoshi Tsukakoshi;Kiyoshi.Tsukakoshi@gmail.com;National University of Singapore (NUS)
Kenichi Ida;Kenichi.Ida@gmail.com;University of Pennsylvania
Ying Chen;Ying.Chen@gmail.com;UCL
Arunita Jaekel;Arunita.Jaekel@gmail.com;UCL
Sucha Smanchat;Sucha.Smanchat@gmail.com;Peking University
Maria Indrawan;Maria.Indrawan@gmail.com;UCL
Sea Ling;Sea.Ling@gmail.com;The University of Edinburgh
Colin Enticott;Colin.Enticott@gmail.com;The University of Edinburgh
H. S. Li;H..Li@gmail.com;Politecnico di Milano
B. H. Xu;B..Xu@gmail.com;Cornell University
Rubens Campos Machado;Rubens.Machado@gmail.com;Politecnico di Milano
Leticia Rittner;Leticia.Rittner@gmail.com;Massachusetts Institute of Technology
Roberto de Alencar Lotufo;Roberto.Lotufo@gmail.com;Massachusetts Institute of Technology
Grigory Rechistov;Grigory.Rechistov@gmail.com;UCL
Alexander Ivanov;Alexander.Ivanov@gmail.com;University of Pennsylvania
Pavel Shishpor;Pavel.Shishpor@gmail.com;The University of Edinburgh
Vladimir Pentkovski;Vladimir.Pentkovski@gmail.com;National University of Singapore (NUS)
Jürgen Gausemeier;Jürgen.Gausemeier@gmail.com;ETH Zurich
Tobias Gaukstern;Tobias.Gaukstern@gmail.com;California Institute of Technology
Christian Tschirner;Christian.Tschirner@gmail.com;California Institute of Technology
Ivan Ruiz-Rube;Ivan.Ruiz-Rube@gmail.com;Stanford University
Juan Manuel Dodero;Juan.Dodero@gmail.com;University of Chicago
John Stoitsis;John.Stoitsis@gmail.com;University of Chicago
Elisabeth Vinek;Elisabeth.Vinek@gmail.com;Princeton University
Shweta Tyagi;Shweta.Tyagi@gmail.com;Imperial College London
Kamal K. Bharadwaj;Kamal.Bharadwaj@gmail.com;Cornell University
Ivan Lombardi;Ivan.Lombardi@gmail.com;Massachusetts Institute of Technology
Hakilo Sabit;Hakilo.Sabit@gmail.com;Yale University
Hamid Gholamhosseini;Hamid.Gholamhosseini@gmail.com;Politecnico di Milano
Jeroen G. Ruiter;Jeroen.Ruiter@gmail.com;Princeton University
Mascha C. van der Voort;Mascha.Voort@gmail.com;University of Pennsylvania
Ricardo Rodrigues Nunes;Ricardo.Nunes@gmail.com;University of Chicago
Jackelynne Silva;Jackelynne.Silva@gmail.com;Massachusetts Institute of Technology
Daniel P. Schrage;Daniel.Schrage@gmail.com;California Institute of Technology
Nikki Bauer;Nikki.Bauer@gmail.com;University of Oxford
Richard Meng;Richard.Meng@gmail.com;Imperial College London
Phillip Wallace;Phillip.Wallace@gmail.com;California Institute of Technology
Ali Najafizadeh;Ali.Najafizadeh@gmail.com;Princeton University
Miguel Vargas Martin;Miguel.Martin@gmail.com;EPFL
Peter C. Mason;Peter.Mason@gmail.com;Tsinghua University
Mazda Salmanian;Mazda.Salmanian@gmail.com;UCL
Natalia Kryvinska;Natalia.Kryvinska@gmail.com;Stanford University
Christine Strauss;Christine.Strauss@gmail.com;Yale University
Joel Igba;Joel.Igba@gmail.com;UCL
Kazem Alemzadeh;Kazem.Alemzadeh@gmail.com;University of Oxford
Ike Anyanwu-Ebo;Ike.Anyanwu-Ebo@gmail.com;California Institute of Technology
Paul Gibbons;Paul.Gibbons@gmail.com;Tsinghua University
John Friis;John.Friis@gmail.com;California Institute of Technology
Javier V. Gomez;Javier.Gomez@gmail.com;University of Chicago
Frode Eika Sandnes;Frode.Sandnes@gmail.com;Cornell University
Jonathan R. Nistler;Jonathan.Nistler@gmail.com;Stanford University
Majura F. Selekwa;Majura.Selekwa@gmail.com;Politecnico di Milano
Zhongtang Zhao;Zhongtang.Zhao@gmail.com;Imperial College London
Yiqiang Chen;Yiqiang.Chen@gmail.com;UCL
Shuangquan Wang;Shuangquan.Wang@gmail.com;Peking University
Zhenyu Chen;Zhenyu.Chen@gmail.com;Tsinghua University
Pieter Van Gorp;Pieter.Gorp@gmail.com;Yale University
Steffen Mazanek;Steffen.Mazanek@gmail.com;Tsinghua University
Selahattin Ozcelik;Selahattin.Ozcelik@gmail.com;National University of Singapore (NUS)
S. Sukumaran;S..Sukumaran@gmail.com;University of Chicago
David Lima;David.Lima@gmail.com;University of Cambridge
Thais Castro;Thais.Castro@gmail.com;California Institute of Technology
Mitsuhisa Sato;Mitsuhisa.Sato@gmail.com;Stanford University
Satoshi Matsuoka;Satoshi.Matsuoka@gmail.com;Imperial College London
Hiromi Nakai;Hiromi.Nakai@gmail.com;Peking University
Masato Kobayashi;Masato.Kobayashi@gmail.com;Cornell University
Damian M. Lyons;Damian.Lyons@gmail.com;ETH Zurich
Ronald C. Arkin;Ronald.Arkin@gmail.com;Harvard University
P. Nirmal;P..Nirmal@gmail.com;Tsinghua University
Shu Jiang;Shu.Jiang@gmail.com;University of Chicago
Tsung-Ming Liu;Tsung-Ming.Liu@gmail.com;California Institute of Technology
Madhu Monga;Madhu.Monga@gmail.com;University of Pennsylvania
Manoj Karkee;Manoj.Karkee@gmail.com;University of Oxford
Song Sun;Song.Sun@gmail.com;Harvard University
Lakshmi Kiran Tondehal;Lakshmi.Tondehal@gmail.com;University of Cambridge
Brian L. Steward;Brian.Steward@gmail.com;Harvard University
Atul G. Kelkar;Atul.Kelkar@gmail.com;Peking University
Joseph Zambreno;Joseph.Zambreno@gmail.com;University of Oxford
Benjamin Peherstorfer;Benjamin.Peherstorfer@gmail.com;National University of Singapore (NUS)
Pingshan Liu;Pingshan.Liu@gmail.com;Yale University
Guimin Huang;Guimin.Huang@gmail.com;University of Pennsylvania
Jiefeng Cheng;Jiefeng.Cheng@gmail.com;University of Chicago
Shengzhong Feng;Shengzhong.Feng@gmail.com;ETH Zurich
Jianping Fan 0002;Jianping.0002@gmail.com;University of Oxford
Pietro Righi Riva;Pietro.Riva@gmail.com;Politecnico di Milano
Margherita Pillan;Margherita.Pillan@gmail.com;University of Chicago
Chun-Yu Lin;Chun-Yu.Lin@gmail.com;University of Oxford
Gül E. Okudan;Gül.Okudan@gmail.com;Peking University
Karl E. Kurten;Karl.Kurten@gmail.com;Princeton University
Felix Mihai;Felix.Mihai@gmail.com;University of Pennsylvania
Inja Youn;Inja.Youn@gmail.com;Imperial College London
Padmanabhan Seshaiyer;Padmanabhan.Seshaiyer@gmail.com;The University of Edinburgh
Adam K. L. Wong;Adam.Wong@gmail.com;University of Oxford
Andrzej M. Goscinski;Andrzej.Goscinski@gmail.com;Politecnico di Milano
Qiyi Lu;Qiyi.Lu@gmail.com;National University of Singapore (NUS)
Jason Dauby;Jason.Dauby@gmail.com;ETH Zurich
Nathan L. Adams;Nathan.Adams@gmail.com;National University of Singapore (NUS)
L. Drew Pihera;L..Pihera@gmail.com;University of Chicago
Stefan Hempel;Stefan.Hempel@gmail.com;EPFL
Tor Gillberg;Tor.Gillberg@gmail.com;UCL
Mohammed Sourouri;Mohammed.Sourouri@gmail.com;Harvard University
Sivarit Sultornsanee;Sivarit.Sultornsanee@gmail.com;Harvard University
Srinivasan Radhakrishnan;Srinivasan.Radhakrishnan@gmail.com;California Institute of Technology
David Falco;David.Falco@gmail.com;Princeton University
Abe Zeid;Abe.Zeid@gmail.com;California Institute of Technology
Sagar Kamarthi;Sagar.Kamarthi@gmail.com;University of Oxford
Yulia Bachvarova;Yulia.Bachvarova@gmail.com;University of Pennsylvania
Stefano Bocconi;Stefano.Bocconi@gmail.com;University of Cambridge
Bartwin van der Pols;Bartwin.Pols@gmail.com;California Institute of Technology
Maria Popescu;Maria.Popescu@gmail.com;University of Oxford
Ion Roceanu;Ion.Roceanu@gmail.com;University of Cambridge
Victor Obado;Victor.Obado@gmail.com;Stanford University
Yskandar Hamam;Yskandar.Hamam@gmail.com;University of Oxford
Lucia Pannese;Lucia.Pannese@gmail.com;Massachusetts Institute of Technology
Davoud Arasteh;Davoud.Arasteh@gmail.com;California Institute of Technology
W. Michael Brown;W..Brown@gmail.com;Massachusetts Institute of Technology
Trung D. Nguyen;Trung.Nguyen@gmail.com;Tsinghua University
Miguel Fuentes-Cabrera;Miguel.Fuentes-Cabrera@gmail.com;University of Chicago
Jason D. Fowlkes;Jason.Fowlkes@gmail.com;Stanford University
Philip D. Rack;Philip.Rack@gmail.com;California Institute of Technology
Mark Berger;Mark.Berger@gmail.com;UCL
Pierre-Yves Aquilanti;Pierre-Yves.Aquilanti@gmail.com;Harvard University
Henri Calandra;Henri.Calandra@gmail.com;Peking University
Lee Scott Reis;Lee.Reis@gmail.com;Harvard University
Gustavo Reis;Gustavo.Reis@gmail.com;University of Oxford
António Pereira;António.Pereira@gmail.com;Cornell University
Nicola Ricci;Nicola.Ricci@gmail.com;Princeton University
Tuomo Malkamäki;Tuomo.Malkamäki@gmail.com;Cornell University
Seppo J. Ovaska;Seppo.Ovaska@gmail.com;Princeton University
Carlos Paniagua;Carlos.Paniagua@gmail.com;Peking University
Huber Flores;Huber.Flores@gmail.com;California Institute of Technology
Satish Narayana Srirama;Satish.Srirama@gmail.com;Harvard University
Zohaib T. Mian;Zohaib.Mian@gmail.com;Yale University
Patrick Dees;Patrick.Dees@gmail.com;Cornell University
Leslie Hall;Leslie.Hall@gmail.com;University of Cambridge
David L. Sallach;David.Sallach@gmail.com;Yale University
Michael J. North;Michael.North@gmail.com;Harvard University
W. A. Rivera;W..Rivera@gmail.com;Princeton University
Jussi Enkovaara;Jussi.Enkovaara@gmail.com;Imperial College London
Nichols A. Romero;Nichols.Romero@gmail.com;ETH Zurich
Sameer Shende;Sameer.Shende@gmail.com;Peking University
Jens J. Mortensen;Jens.Mortensen@gmail.com;University of Oxford
Wen Long;Wen.Long@gmail.com;Cornell University
Nan Li;Nan.Li@gmail.com;ETH Zurich
Huiwen Wang;Huiwen.Wang@gmail.com;Yale University
Siwei Cheng;Siwei.Cheng@gmail.com;Cornell University
Kan Yu;Kan.Yu@gmail.com;Peking University
Mikael Gidlund;Mikael.Gidlund@gmail.com;University of Oxford
Johan Åkerberg;Johan.Åkerberg@gmail.com;Imperial College London
Mats Björkman;Mats.Björkman@gmail.com;Cornell University
Mingyan He;Mingyan.He@gmail.com;California Institute of Technology
Ziping Huang;Ziping.Huang@gmail.com;UCL
Cheng Wang;Cheng.Wang@gmail.com;University of Chicago
Pengtao Sun;Pengtao.Sun@gmail.com;Yale University
Sara de Freitas;Sara.Freitas@gmail.com;Stanford University
Phillip O'Connell;Phillip.O'Connell@gmail.com;EPFL
J. Robert Wirthlin;J..Wirthlin@gmail.com;University of Cambridge
James Malas;James.Malas@gmail.com;Politecnico di Milano
Som Soni;Som.Soni@gmail.com;University of Cambridge
Yun Zhou;Yun.Zhou@gmail.com;Harvard University
Bertrand David;Bertrand.David@gmail.com;Princeton University
René Chalon;René.Chalon@gmail.com;University of Oxford
Cláudia de Andrade Tambascia;Cláudia.Tambascia@gmail.com;Cornell University
Ewerton Martins De Menezes;Ewerton.Menezes@gmail.com;Stanford University
Sonia M. Kutiishi;Sonia.Kutiishi@gmail.com;Peking University
Raphael C. Barbosa;Raphael.Barbosa@gmail.com;Cornell University
Saeed Gholamalitabar Firouzjaee;Saeed.Firouzjaee@gmail.com;Politecnico di Milano
Jim Austin;Jim.Austin@gmail.com;Princeton University
Tom Jackson;Tom.Jackson@gmail.com;University of Oxford
Martyn Fletcher;Martyn.Fletcher@gmail.com;University of Oxford
Mark Jessop;Mark.Jessop@gmail.com;Tsinghua University
Bojian Liang;Bojian.Liang@gmail.com;UCL
Mike Weeks;Mike.Weeks@gmail.com;Stanford University
Leslie Smith;Leslie.Smith@gmail.com;University of Oxford
Colin Ingram;Colin.Ingram@gmail.com;Massachusetts Institute of Technology
Timothy Patterson;Timothy.Patterson@gmail.com;University of Pennsylvania
Sally I. McClean;Sally.McClean@gmail.com;Politecnico di Milano
Philip J. Morrow;Philip.Morrow@gmail.com;California Institute of Technology
Gerard Parr;Gerard.Parr@gmail.com;Politecnico di Milano
Eduardo F. D'Azevedo;Eduardo.D'Azevedo@gmail.com;Cornell University
J. C. Hill;J..Hill@gmail.com;Imperial College London
Mohammad Jalali;Mohammad.Jalali@gmail.com;Massachusetts Institute of Technology
Nasser Ghasem-Aghaee;Nasser.Ghasem-Aghaee@gmail.com;University of Cambridge
Max Schneider;Max.Schneider@gmail.com;Peking University
Daniel Kapusi;Daniel.Kapusi@gmail.com;Stanford University
Torsten Machleidt;Torsten.Machleidt@gmail.com;Peking University
Xiaofeng Meng;Xiaofeng.Meng@gmail.com;University of Oxford
Xiao Yu;Xiao.Yu@gmail.com;The University of Edinburgh
Zhigang Peng;Zhigang.Peng@gmail.com;University of Cambridge
Bo Hong;Bo.Hong@gmail.com;University of Chicago
Igor Mayer;Igor.Mayer@gmail.com;Imperial College London
Joseph Antony;Joseph.Antony@gmail.com;University of Oxford
Alistair P. Rendell;Alistair.Rendell@gmail.com;Peking University
Rui Yang;Rui.Yang@gmail.com;Imperial College London
Gary Trucks;Gary.Trucks@gmail.com;Harvard University
Michael J. Frisch;Michael.Frisch@gmail.com;Tsinghua University
Hideo Aochi;Hideo.Aochi@gmail.com;Yale University
Fabrice Dupros;Fabrice.Dupros@gmail.com;California Institute of Technology
Tamito Kajiyama;Tamito.Kajiyama@gmail.com;University of Oxford
Davide D'Alimonte;Davide.D'Alimonte@gmail.com;Yale University
José C. Cunha;José.Cunha@gmail.com;University of Pennsylvania
Daniel Corin Stig;Daniel.Stig@gmail.com;University of Cambridge
Khaled Mahdi;Khaled.Mahdi@gmail.com;University of Oxford
Ahmed Almajid;Ahmed.Almajid@gmail.com;Stanford University
Maytham Safar;Maytham.Safar@gmail.com;Yale University
Hernan Riquelme;Hernan.Riquelme@gmail.com;Politecnico di Milano
Sadegh Torabi;Sadegh.Torabi@gmail.com;Tsinghua University
Alin Florindor Murarasu;Alin.Murarasu@gmail.com;University of Oxford
Gerrit Buse;Gerrit.Buse@gmail.com;University of Oxford
Josef Weidendorfer;Josef.Weidendorfer@gmail.com;UCL
Arndt Bode;Arndt.Bode@gmail.com;University of Pennsylvania
He Huang;He.Huang@gmail.com;University of Cambridge
Jerome Soumagne;Jerome.Soumagne@gmail.com;Politecnico di Milano
John Biddiscombe;John.Biddiscombe@gmail.com;University of Pennsylvania
Eryk Ciepiela;Eryk.Ciepiela@gmail.com;EPFL
Daniel Harezlak;Daniel.Harezlak@gmail.com;Princeton University
Joanna Kocot;Joanna.Kocot@gmail.com;Tsinghua University
Grzegorz Dyk;Grzegorz.Dyk@gmail.com;EPFL
Anna-Maria Rivas McGowan;Anna-Maria.McGowan@gmail.com;Princeton University
Shanna Daly;Shanna.Daly@gmail.com;The University of Edinburgh
Wayne Baker;Wayne.Baker@gmail.com;Princeton University
Panos Y. Papalambros;Panos.Papalambros@gmail.com;Princeton University
Colleen M. Seifert;Colleen.Seifert@gmail.com;Princeton University
Xi Xi;Xi.Xi@gmail.com;ETH Zurich
Kim Leng Poh;Kim.Poh@gmail.com;Princeton University
Daniel Freund;Daniel.Freund@gmail.com;Cornell University
Sahin Albayrak;Sahin.Albayrak@gmail.com;Peking University
Waleed M. Alfehaid;Waleed.Alfehaid@gmail.com;University of Cambridge
Asad I. Khan;Asad.Khan@gmail.com;Stanford University
Antti Peuhkurinen;Antti.Peuhkurinen@gmail.com;Cornell University
Mikko Terho;Mikko.Terho@gmail.com;University of Pennsylvania
Ryan Gove;Ryan.Gove@gmail.com;University of Pennsylvania
Joe Uzdzinski;Joe.Uzdzinski@gmail.com;Harvard University
Hung V. Nguyen;Hung.Nguyen@gmail.com;California Institute of Technology
Jing-Ru C. Cheng;Jing-Ru.Cheng@gmail.com;National University of Singapore (NUS)
Charlie R. Berger;Charlie.Berger@gmail.com;University of Oxford
Gaurav Savant;Gaurav.Savant@gmail.com;Harvard University
Leonard Petnga;Leonard.Petnga@gmail.com;Harvard University
Amirreza Masoumzadeh;Amirreza.Masoumzadeh@gmail.com;Harvard University
James Joshi;James.Joshi@gmail.com;Massachusetts Institute of Technology
Kh Mahmudul Alam;Kh.Alam@gmail.com;California Institute of Technology
Joarder Kamruzzaman;Joarder.Kamruzzaman@gmail.com;University of Chicago
Gour C. Karmakar;Gour.Karmakar@gmail.com;California Institute of Technology
Manzur M. Murshed;Manzur.Murshed@gmail.com;National University of Singapore (NUS)
A. K. M. Azad;A..Azad@gmail.com;University of Oxford
Eduardo Blanco;Eduardo.Blanco@gmail.com;Cornell University
Maria-Esther Vidal;Maria-Esther.Vidal@gmail.com;University of Pennsylvania
Voravika Wattanasoontorn;Voravika.Wattanasoontorn@gmail.com;Cornell University
Imma Boada;Imma.Boada@gmail.com;University of Cambridge
Carles Blavi;Carles.Blavi@gmail.com;Imperial College London
Mateu Sbert;Mateu.Sbert@gmail.com;Tsinghua University
Alan C. Farrell;Alan.Farrell@gmail.com;Politecnico di Milano
Jun Peng;Jun.Peng@gmail.com;The University of Edinburgh
Paul R. Eller;Paul.Eller@gmail.com;Yale University
Robert S. Maier;Robert.Maier@gmail.com;Politecnico di Milano
Juan Carlos Castro-Palacio;Juan.Castro-Palacio@gmail.com;University of Chicago
Keisaku Ishii;Keisaku.Ishii@gmail.com;ETH Zurich
Jesús Rubayo-Soneira;Jesús.Rubayo-Soneira@gmail.com;National University of Singapore (NUS)
Koichi Yamashita;Koichi.Yamashita@gmail.com;UCL
Akira Hasegawa;Akira.Hasegawa@gmail.com;Harvard University
Hiroyuki Iida;Hiroyuki.Iida@gmail.com;Yale University
Takeo Nakagawa;Takeo.Nakagawa@gmail.com;Peking University
Shogo Sone;Shogo.Sone@gmail.com;Princeton University
Mohammad A. Taha;Mohammad.Taha@gmail.com;EPFL
Laheeb Ibrahim;Laheeb.Ibrahim@gmail.com;UCL
Sazia Parvin;Sazia.Parvin@gmail.com;The University of Edinburgh
Farookh Khadeer Hussain;Farookh.Hussain@gmail.com;National University of Singapore (NUS)
Omar Khadeer Hussain;Omar.Hussain@gmail.com;EPFL
Mohammad Abdullah Al Faruque;Mohammad.Faruque@gmail.com;California Institute of Technology
H. Prakash;H..Prakash@gmail.com;Princeton University
Rajab Challoo;Rajab.Challoo@gmail.com;University of Cambridge
Naren Reddy Dhansri;Naren.Dhansri@gmail.com;University of Pennsylvania
Salman Mujeeba;Salman.Mujeeba@gmail.com;University of Oxford
Zhenghui Sha;Zhenghui.Sha@gmail.com;Cornell University
Jitesh H. Panchal;Jitesh.Panchal@gmail.com;University of Pennsylvania
S. M. Mozammal Hossain;S..Hossain@gmail.com;EPFL
Rogaia Mhemed;Rogaia.Mhemed@gmail.com;University of Cambridge
Georgios Vardaxoglou;Georgios.Vardaxoglou@gmail.com;EPFL
Evangelia Baralou;Evangelia.Baralou@gmail.com;The University of Edinburgh
Yin Liu;Yin.Liu@gmail.com;University of Pennsylvania
Baojin Wang;Baojin.Wang@gmail.com;Harvard University
